country,state,city,station,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_avg
India,Uttar_Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",28.694528,77.494705,SO2,6.0,102.0,24.0,35.83002585009589
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",19.060498,72.923356,CO,10.0,82.0,34.0,34.573899138872825
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115,NH3,,,27.0,23.409360845380967
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,PM10,56.0,68.0,63.0,60.83499506887162
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223,CO,14.0,36.0,24.0,22.539374496332695
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.0325454,76.5623046,PM2.5,8.0,395.0,119.0,105.8659624680875
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133,SO2,35.0,46.0,38.0,39.56704082518788
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",19.047,72.8746,OZONE,29.0,32.0,30.0,31.468944919459613
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,NH3,5.0,8.0,6.0,6.502370627738274
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,SO2,,,26.0,19.643307549476667
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133,PM10,27.0,63.0,41.0,39.866228719809605
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,CO,1.0,26.0,15.0,10.889764102082985
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619,PM10,,,50.0,34.98713560948856
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",16.5150833,80.5181667,PM10,,,50.0,32.05340448629457
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,PM10,47.0,105.0,70.0,72.0675411843059
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,SO2,7.0,16.0,11.0,11.707111845670667
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,PM10,,,81.0,23.371752757476443
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,CO,22.0,106.0,49.0,52.56783459952499
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444,NH3,1.0,2.0,1.0,1.366310984766867
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",22.431,75.5213,PM10,55.0,234.0,90.0,105.58974840437344
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",16.316553,80.413302,SO2,10.0,13.0,11.0,11.49341274003774
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,PM2.5,12.0,68.0,46.0,35.80214369127606
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.320153,73.216285,PM2.5,17.0,205.0,77.0,74.27392385800476
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,PM2.5,15.0,91.0,42.0,44.75065445016801
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",18.459883,73.852193,PM2.5,8.0,37.0,21.0,21.51801042670779
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52123,76.37138,CO,10.0,40.0,31.0,23.496325717583062
India,Gujarat,Surat,"Science Center, Surat - SMC",21.170046,72.795405,SO2,14.0,16.0,15.0,15.332191587823939
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",28.54246,77.191651,OZONE,14.0,73.0,49.0,52.6916378001084
India,Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981,OZONE,3.0,20.0,14.0,12.293985736485737
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131,OZONE,2.0,29.0,11.0,16.31410827227468
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,CO,4.0,56.0,16.0,29.687395755732055
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,PM2.5,,,3.0,33.57841731345822
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.4501238,77.0263051,OZONE,4.0,31.0,24.0,19.706123220046205
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.207781,81.245571,NH3,7.0,12.0,9.0,8.818167245121579
India,Delhi,Delhi,"DTU, Delhi - CPCB",28.7500499,77.1112615,PM10,64.0,116.0,89.0,85.24205269240564
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602,NO2,8.0,23.0,13.0,13.441846807260513
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM",18.640051,73.848956,OZONE,14.0,33.0,28.0,23.249767492010914
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967,PM2.5,27.0,42.0,33.0,34.69599398851063
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,NO2,8.0,30.0,18.0,14.519529960021062
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268,OZONE,4.0,78.0,40.0,46.98327244977244
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,CO,54.0,102.0,70.0,74.8505618956207
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,PM2.5,55.0,99.0,72.0,70.90996463503814
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,PM2.5,27.0,44.0,35.0,34.119687853855815
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,OZONE,9.0,19.0,13.0,13.4470701251363
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",19.2307571,73.155192,NO2,10.0,31.0,15.0,18.74134931296774
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233,PM10,,,5.0,27.585150771055563
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947,OZONE,3.0,97.0,23.0,68.38561276799396
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872,NO2,2.0,4.0,2.0,3.1232202862496967
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",25.5803419,91.8942571,SO2,24.0,32.0,29.0,33.26981729381728
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872,SO2,22.0,27.0,25.0,24.589866669149565
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,PM10,27.0,43.0,34.0,34.5080563464743
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9028,75.8086,PM10,55.0,79.0,61.0,66.79988783541877
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.493624,77.201159,NO2,3.0,25.0,10.0,10.625353139550509
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.12665,83.483212,PM2.5,,,41.0,29.12029886083989
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.315809,OZONE,4.0,46.0,29.0,29.339834551886025
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.2268427,73.0788456,SO2,2.0,16.0,8.0,8.820856570716863
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188,OZONE,12.0,93.0,78.0,58.96219000199144
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.344694,72.626208,CO,8.0,30.0,16.0,14.919026352517454
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,NO2,2.0,3.0,2.0,2.4918891386391384
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,NO2,32.0,115.0,63.0,66.81692075897962
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,PM10,36.0,66.0,53.0,51.00455110738936
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",27.554793,76.611536,NO2,56.0,103.0,94.0,79.02886610401121
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,PM10,53.0,131.0,72.0,91.08494065811205
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.594169,77.1251,OZONE,1.0,86.0,66.0,50.06673924931277
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,PM2.5,36.0,83.0,55.0,56.33109380269714
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.816428,78.099039,CO,3.0,27.0,3.0,12.209843881995198
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.7808257,84.7446768,NH3,3.0,4.0,3.0,3.449851627947215
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232,NO2,,,12.0,33.51433159603553
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.018792,73.292658,NH3,6.0,8.0,7.0,7.178465704230412
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521,SO2,2.0,5.0,4.0,3.5684378864599453
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,SO2,29.0,33.0,30.0,31.35126474016178
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,OZONE,18.0,40.0,28.0,28.417289678888356
India,Maharashtra,Beed,"Bir, Beed - MPCB",18.988474,75.753873,OZONE,11.0,44.0,31.0,28.32591018213813
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,NO2,8.0,12.0,9.0,9.113358970063302
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742,OZONE,8.0,14.0,11.0,10.83899843212343
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,PM10,47.0,149.0,95.0,90.44966255231695
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,OZONE,60.0,349.0,83.0,168.94632147552315
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,NH3,4.0,4.0,4.0,4.057146936396936
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.9629,79.298714,CO,20.0,35.0,29.0,27.291599719724733
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,NH3,6.0,11.0,8.0,8.124189239681886
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,CO,9.0,109.0,62.0,44.36725027698483
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,PM2.5,25.0,128.0,62.0,60.27390838328337
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.33853,88.614099,NH3,1.0,1.0,1.0,1.132479797979798
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",11.9309,79.8027,SO2,4.0,11.0,8.0,6.85982848197554
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,OZONE,44.0,187.0,187.0,132.42511374899613
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,SO2,5.0,11.0,6.0,7.59535068444627
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979,CO,12.0,34.0,26.0,21.99983584471085
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436,CO,27.0,32.0,31.0,29.788058898617724
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,NO2,34.0,49.0,42.0,39.0581597161009
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.859655,85.77944,SO2,,,55.0,28.67351473118385
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",26.05374,91.86796,SO2,,,95.0,47.875761385114714
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431,PM2.5,6.0,36.0,17.0,20.774169925447776
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648,PM10,69.0,109.0,90.0,87.89771905023075
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,OZONE,7.0,59.0,45.0,43.62461651012384
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642,SO2,5.0,7.0,6.0,5.841095117730568
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",23.1633321,75.800225,OZONE,11.0,67.0,36.0,45.722553824056924
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,CO,6.0,17.0,8.0,10.42749552898082
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,CO,24.0,46.0,32.0,32.421702809445435
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544,NH3,3.0,15.0,5.0,8.164241467682643
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.918946,74.776388,SO2,2.0,10.0,5.0,5.9227218304571245
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,OZONE,15.0,65.0,36.0,41.71417338788661
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",14.675886,77.593027,SO2,,,4.0,23.868054015808156
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,PM10,85.0,205.0,123.0,129.40768628675244
India,Delhi,Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574,CO,4.0,80.0,77.0,28.74747334897645
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",20.832874,85.104082,CO,4.0,90.0,42.0,26.02722658645105
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21.152875,79.0517531,NH3,3.0,4.0,3.0,3.384223695207441
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,PM10,36.0,107.0,74.0,66.25148714185713
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,OZONE,16.0,58.0,33.0,42.24027322595705
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.265816,86.174829,PM2.5,14.0,38.0,19.0,23.842425265910574
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",22.1166054,85.3945546,PM10,50.0,201.0,91.0,103.00804122348238
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,NO2,,,16.0,29.847923970766075
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.336318,76.847397,NO2,10.0,17.0,15.0,13.52825617923528
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873,PM10,11.0,63.0,32.0,32.40438084138084
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,CO,32.0,42.0,35.0,36.76541762567498
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168,NH3,4.0,15.0,10.0,9.085476789292574
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",23.168606,79.932247,CO,29.0,60.0,37.0,43.3911720771059
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,NO2,12.0,15.0,14.0,13.281384417010573
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,NO2,6.0,47.0,21.0,21.363750162419283
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.7446,PM2.5,14.0,52.0,30.0,33.236054230866195
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,OZONE,16.0,89.0,65.0,57.56656172585585
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,PM10,92.0,233.0,145.0,140.9709826570488
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,SO2,9.0,64.0,22.0,33.04611744675174
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.321907,75.578914,OZONE,38.0,47.0,44.0,44.893864343173185
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30.349388,76.366642,PM2.5,9.0,36.0,22.0,21.14920165433982
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923,PM10,,,19.0,40.20571609530819
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",18.897756,72.81332,NO2,96.0,104.0,102.0,101.49362693812037
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,SO2,10.0,12.0,11.0,10.970998080093281
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,CO,10.0,25.0,14.0,16.25211571082856
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,CO,26.0,102.0,41.0,47.538445158642524
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",13.1662,80.2584,SO2,11.0,14.0,12.0,12.535673499702904
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.0272,77.0621,SO2,12.0,13.0,13.0,12.301183097131629
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,CO,15.0,32.0,20.0,24.286974227355028
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268,SO2,,,1.0,24.845539496451256
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",30.735567,76.775714,OZONE,8.0,141.0,93.0,79.88118481926571
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382,PM2.5,72.0,84.0,77.0,75.43268368284623
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,PM2.5,38.0,43.0,39.0,40.55071451097922
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",19.16485,73.23409,PM10,51.0,89.0,70.0,67.0571481590305
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21.8004996,83.8396977,PM2.5,5.0,117.0,51.0,44.56370005647948
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9028,75.8086,OZONE,41.0,56.0,53.0,47.19299824444562
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",26.05374,91.86796,NH3,,,95.0,50.270337392440716
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,CO,10.0,51.0,28.0,21.773876225898288
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,CO,44.0,54.0,46.0,49.39477327673187
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",20.832874,85.104082,OZONE,43.0,317.0,302.0,107.14299387867035
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",28.594004,76.909423,SO2,34.0,38.0,36.0,36.44452761312478
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21.143383,79.048912,NH3,4.0,7.0,5.0,5.2222766808355034
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",23.707909,86.41467,CO,37.0,40.0,40.0,38.59071156071311
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",17.65439,75.90649,PM10,58.0,86.0,71.0,69.35501288499078
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,NH3,,,70.0,36.37864266452502
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,PM10,103.0,121.0,110.0,111.00891851938911
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,PM2.5,8.0,105.0,45.0,42.588888653958726
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187,NO2,15.0,18.0,15.0,16.727680298459706
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,PM10,34.0,79.0,53.0,53.74337374914388
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,SO2,3.0,5.0,4.0,3.8511620740370747
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.941841,86.728318,SO2,2.0,11.0,8.0,5.810797167701578
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",19.04946,72.923,PM2.5,,,20.0,29.207293500359306
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,CO,2.0,21.0,5.0,10.56154591315118
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,PM10,25.0,48.0,38.0,34.521307749826704
India,Andhra_Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",14.438164,79.966814,SO2,8.0,10.0,9.0,8.870931179931176
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",19.04946,72.923,NO2,,,26.0,29.608737416822947
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895,NH3,1.0,1.0,1.0,1.0
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645,NO2,7.0,8.0,8.0,7.7480221845148325
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324,PM2.5,9.0,35.0,19.0,21.159056161159107
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",18.39963,76.57452,NO2,9.0,47.0,16.0,21.030455874191166
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.678,75.8559,CO,68.0,102.0,86.0,82.75464611369026
